"price","year","manufacturer","make","fuel","miles","title_status","transmission","drive","type","paint_color"
3293,2003,"toyota","corolla-verso","gas",184050,"rebuilt","manual","fwd","compact","black"
4848,2007,"ford","c-max","gas",147000,"rebuilt","manual","fwd","compact","black"
2923,2004,"fiat","doblo","gas",176000,"rebuilt","manual","fwd","compact","black"
9955,2011,"skoda","octavia","gas",169500,"clean","manual","4wd","compact","black"
499,2008,"skoda","roomster","gas",178350,"clean","manual","rwd","compact","black"
11065,2011,"audi","a6","gas",27140,"rebuilt","manual","fwd","compact","black"
1406,2003,"kia","carens","gas",181000,"clean","manual","rwd","compact","black"
3886,2002,"skoda","octavia","diesel",184200,"clean","manual","4wd","compact","black"
9585,2008,"skoda","superb","diesel",175459,"clean","manual","4wd","compact","black"
499,2007,"ford","mondeo","gas",170000,"clean","manual","4wd","compact","black"
8992,2012,"skoda","octavia","gas",77,"clean","manual","4wd","compact","black"
3293,2005,"ford","mondeo","diesel",325872,"clean","manual","4wd","compact","black"
3697,2003,"seat","alhambra","gas",290000,"clean","manual","fwd","compact","black"
1332,1430,"opel","astra","gas",143000,"clean","manual","rwd","compact","black"
692,2012,"skoda","fabia","gas",41000,"clean","manual","fwd","compact","black"
16284,2013,"suzuki","grand-vitara","gas",50000,"clean","manual","rwd","compact","black"
2405,2002,"citroen","xsara-picasso","gas",180000,"clean","manual","rwd","compact","black"
806,2006,"toyota","rav4","diesel",140087,"clean","manual","rwd","compact","black"
4774,2006,"ford","c-max","gas",93290,"clean","manual","4wd","compact","black"
5921,1500,"seat","ibiza","gas",150000,"clean","manual","rwd","compact","black"
5144,2007,"skoda","octavia","gas",153000,"clean","manual","4wd","compact","black"
3886,2009,"suzuki","swift","gas",67,"clean","manual","fwd","compact","black"
13508,2012,"skoda","superb","gas",108000,"clean","manual","4wd","compact","black"
2183,2003,"ford","focus","gas",147000,"clean","manual","4wd","compact","black"
3663,2006,"ford","mondeo","diesel",100,"clean","manual","4wd","compact","black"
1665,2003,"skoda","fabia","gas",76000,"clean","manual","fwd","compact","black"
1850,2003,"skoda","fabia","gas",82000,"rebuilt","manual","fwd","compact","black"
6476,2011,"skoda","octavia","gas",176000,"rebuilt","manual","fwd","compact","black"
6106,2005,"audi","a4","gas",192000,"rebuilt","manual","fwd","compact","black"
462,1997,"seat","cordoba","gas",100,"clean","manual","4wd","compact","black"
8105,2007,"audi","a4","gas",95000,"clean","manual","fwd","compact","black"
5884,2006,"audi","a4","gas",107000,"clean","manual","fwd","compact","black"
2590,2000,"skoda","octavia","gas",198000,"clean","manual","rwd","compact","black"
10321,2014,"ford","focus","gas",20200,"clean","manual","rwd","compact","black"
4774,2006,"toyota","corolla","gas",89000,"clean","manual","rwd","compact","black"
7772,2010,"skoda","octavia","gas",89000,"clean","manual","rwd","compact","black"
4404,1890,"skoda","octavia","gas",189000,"clean","manual","rwd","compact","black"
2146,2000,"audi","200","diesel",100,"clean","manual","rwd","compact","black"
4404,2005,"opel","zafira","gas",141000,"rebuilt","manual","fwd","compact","black"
129,1996,"audi","a4","gas",228000,"rebuilt","manual","fwd","compact","black"
347,2007,"skoda","fabia","gas",165000,"clean","manual","4wd","compact","black"
1850,2005,"fiat","stilo","diesel",187000,"clean","manual","rwd","compact","black"
6624,2005,"ford","transit","diesel",228000,"clean","manual","4wd","compact","black"
3515,2001,"honda","hr-v","gas",180000,"clean","manual","4wd","compact","black"
4803,2007,"opel","combo","gas",69000,"clean","manual","rwd","compact","black"
10584,2014,"opel","astra","gas",7458,"clean","manual","4wd","compact","black"
2516,1740,"ford","fusion","gas",1174000,"rebuilt","manual","fwd","compact","black"
2035,2004,"kia","picanto","gas",86000,"rebuilt","manual","fwd","compact","black"
462,2008,"ford","focus","gas",173261,"clean","manual","fwd","compact","black"
2405,2006,"mazda","2","gas",360000,"clean","manual","rwd","compact","black"
155,1998,"audi","a3","gas",212000,"clean","manual","4wd","compact","black"
2590,2005,"citroen","c4","gas",205000,"clean","manual","rwd","compact","black"
1739,2001,"nissan","almera-tino","gas",167000,"clean","manual","rwd","compact","black"
21002,2012,"nissan","navara","gas",137000,"clean","manual","4wd","compact","black"
1480,2004,"ford","focus","gas",226000,"rebuilt","manual","fwd","compact","black"
2590,2001,"audi","a4","gas",1210000,"clean","manual","rwd","compact","black"
1480,1997,"audi","a4","gas",244000,"clean","manual","4wd","compact","black"
9585,2012,"skoda","octavia","gas",2124585,"clean","manual","4wd","compact","black"
11472,2010,"hyundai","ix35","diesel",147296,"clean","manual","rwd","compact","black"
8216,2010,"skoda","octavia","diesel",166652,"clean","manual","fwd","compact","black"
12176,2014,"suzuki","sx4","gas",26150,"clean","manual","4wd","compact","black"
7031,2010,"ford","mondeo","gas",110390,"rebuilt","manual","fwd","compact","black"
3811,2003,"skoda","octavia","diesel",225000,"clean","manual","rwd","compact","black"
1480,1998,"skoda","octavia","gas",300000,"clean","manual","rwd","compact","black"
3997,2005,"citroen","c4","gas",73900,"rebuilt","manual","fwd","compact","black"
54700,2009,"porsche","panamera","gas",157000,"clean","manual","rwd","compact","black"
2960,1000,"citroen","jumper","gas",1000,"clean","manual","rwd","compact","black"
4182,2003,"skoda","octavia","diesel",220000,"clean","manual","4wd","compact","black"
2553,2004,"smart","fortwo","gas",81000,"clean","manual","rwd","compact","black"
3663,2005,"ford","focus","gas",110000,"clean","manual","4wd","compact","black"
3108,2004,"ford","mondeo","gas",267500,"rebuilt","manual","fwd","compact","black"
1295,2002,"kia","rio","gas",207000,"rebuilt","manual","fwd","compact","black"
5029,2009,"skoda","octavia","diesel",126700,"clean","manual","4wd","compact","black"
2775,2001,"skoda","octavia","gas",281000,"clean","manual","fwd","compact","black"
962,2009,"opel","insignia","diesel",105000,"clean","manual","fwd","compact","black"
3886,2007,"opel","astra","gas",187000,"rebuilt","manual","fwd","compact","black"
884,2013,"skoda","octavia","diesel",169000,"rebuilt","manual","fwd","compact","black"
3290,2007,"mitsubishi","colt","gas",144000,"clean","manual","4wd","compact","black"
4145,2002,"audi","a4","diesel",186215,"clean","manual","4wd","compact","black"
6254,2007,"skoda","fabia","gas",100,"clean","manual","4wd","compact","black"
1850,2001,"fiat","punto","gas",32800,"clean","manual","rwd","compact","black"
13619,2011,"skoda","superb","gas",82400,"clean","manual","rwd","compact","black"
4256,2005,"opel","zafira","gas",100,"rebuilt","manual","fwd","compact","black"
2183,2003,"ford","fusion","gas",100,"clean","manual","4wd","compact","black"
1073,1998,"skoda","felicia","gas",198000,"rebuilt","manual","fwd","compact","black"
3589,2002,"nissan","x-trail","diesel",224000,"rebuilt","manual","fwd","compact","black"
3108,2003,"skoda","fabia","gas",196000,"clean","manual","4wd","compact","black"
1258,2000,"ford","mondeo","gas",231000,"clean","manual","4wd","compact","black"
921,2008,"audi","a4","diesel",319002,"clean","manual","4wd","compact","black"
1480,2000,"skoda","octavia","gas",108000,"clean","manual","rwd","compact","black"
462,1995,"mitsubishi","pajero","gas",4000,"rebuilt","manual","fwd","compact","black"
2516,2005,"ford","fusion","gas",170000,"clean","manual","rwd","compact","black"
3293,2003,"skoda","octavia","gas",3179000,"clean","manual","4wd","compact","black"
2738,2003,"ford","focus","diesel",171000,"clean","manual","4wd","compact","black"
481,1997,"skoda","felicia","gas",150000,"clean","manual","rwd","compact","black"
2220,2011,"audi","a6","gas",165000,"clean","manual","4wd","compact","black"
23685,2013,"skoda","superb","diesel",51000,"clean","manual","4wd","compact","black"
6624,1798,"ford","focus","gas",141000,"clean","manual","rwd","compact","black"
8253,2009,"suzuki","grand-vitara","diesel",174209,"clean","manual","4wd","compact","black"
2538,2001,"skoda","octavia","gas",171032,"rebuilt","manual","fwd","compact","black"
3515,2006,"skoda","fabia","gas",216000,"rebuilt","manual","fwd","compact","black"
5144,1023,"seat","ibiza","gas",102300,"clean","manual","4wd","compact","black"
5514,2008,"citroen","jumper","diesel",235400,"rebuilt","manual","fwd","compact","black"
2405,2003,"ford","focus","gas",104000,"clean","manual","rwd","compact","black"
551,2006,"toyota","corolla-verso","diesel",155631,"clean","manual","rwd","compact","black"
15544,2010,"mercedes-benz","115","gas",115000,"clean","manual","rwd","compact","black"
2142,2001,"rover","75","diesel",222100,"rebuilt","manual","fwd","compact","black"
1184,1999,"opel","zafira","gas",136000,"clean","manual","rwd","compact","black"
721,2001,"opel","zafira","gas",186929,"rebuilt","manual","fwd","compact","black"
625,1997,"ford","escort","gas",162000,"clean","manual","4wd","compact","black"
3327,2007,"ford","mondeo","gas",222000,"rebuilt","manual","fwd","compact","black"
2923,2001,"audi","a2","gas",162000,"clean","manual","rwd","compact","black"
6624,2006,"hyundai","santa-fe","gas",278000,"rebuilt","manual","fwd","compact","black"
1439,2001,"fiat","multipla","gas",244000,"clean","manual","4wd","compact","black"
2772,2005,"citroen","xsara-picasso","gas",138000,"clean","manual","rwd","compact","black"
2401,2003,"ford","focus","gas",152000,"rebuilt","manual","fwd","compact","black"
3219,2005,"opel","vectra","diesel",260000,"clean","manual","4wd","compact","black"
16617,2008,"lexus","gs","gas",184000,"rebuilt","manual","fwd","compact","black"
2553,2001,"audi","a6","gas",293,"clean","manual","4wd","compact","black"
925,1995,"seat","cordoba","diesel",45100,"clean","manual","rwd","compact","black"
13138,2014,"audi","a6-allroad","gas",260000,"clean","manual","rwd","compact","black"
9918,2008,"honda","cr-v","gas",148686,"clean","manual","4wd","compact","black"
22131,2011,"jeep","grand-cherokee","gas",183315,"clean","manual","4wd","compact","black"
3182,2008,"hyundai","i10","gas",75876,"clean","manual","rwd","compact","black"
5514,2001,"toyota","rav4","gas",212000,"clean","manual","4wd","compact","black"
10547,2012,"skoda","superb","gas",195000,"clean","manual","fwd","compact","black"
4441,2004,"audi","a4","gas",204000,"clean","manual","4wd","compact","black"
1850,1996,"ford","galaxy","gas",261000,"rebuilt","manual","fwd","compact","black"
1850,2004,"fiat","punto","gas",158000,"rebuilt","manual","fwd","compact","black"
2479,2005,"opel","corsa","gas",128000,"clean","manual","rwd","compact","black"
5358,2007,"skoda","octavia","gas",197000,"clean","manual","4wd","compact","black"
998,2011,"nissan","qashqai","diesel",100,"clean","manual","rwd","compact","black"
2220,1980,"skoda","fabia","gas",100,"rebuilt","manual","fwd","compact","black"
12768,2014,"skoda","rapid","gas",12400,"clean","manual","rwd","compact","black"
11658,2012,"skoda","octavia","gas",94500,"clean","manual","4wd","compact","black"
6476,1720,"skoda","octavia","gas",148381,"rebuilt","manual","fwd","compact","black"
1813,2004,"hyundai","getz","diesel",146000,"clean","manual","4wd","compact","black"
11435,2006,"audi","80","gas",100,"clean","manual","rwd","compact","black"
6624,2010,"skoda","fabia","gas",81000,"clean","manual","4wd","compact","black"
5514,2009,"opel","zafira","diesel",191721,"clean","manual","4wd","compact","black"
4700,2003,"ford","galaxy","gas",160000,"clean","manual","4wd","compact","black"
2738,2007,"opel","corsa","gas",133000,"clean","manual","fwd","compact","black"
5514,2008,"mitsubishi","outlander","gas",165,"rebuilt","manual","fwd","compact","black"
7364,2006,"audi","a3","diesel",184400,"clean","manual","rwd","compact","black"
5362,2004,"toyota","avensis","gas",119620,"rebuilt","manual","fwd","compact","black"
2553,2000,"skoda","fabia","gas",195291,"clean","manual","4wd","compact","black"
2035,2003,"opel","astra","diesel",200004,"rebuilt","manual","fwd","compact","black"
2775,2002,"skoda","fabia","gas",200766,"rebuilt","manual","fwd","compact","black"
10732,2009,"audi","a4","diesel",180121,"clean","manual","rwd","compact","black"
462,2006,"skoda","octavia","gas",6185000,"clean","manual","4wd","compact","black"
12176,2012,"skoda","yeti","gas",55000,"clean","manual","4wd","compact","black"
9807,2010,"subaru","forester","gas",150000,"rebuilt","manual","fwd","compact","black"
536,2010,"fiat","500","gas",70000,"clean","manual","rwd","compact","black"
4071,2008,"skoda","fabia","gas",409518,"clean","manual","rwd","compact","black"
12953,2007,"rover","100","gas",138000,"rebuilt","manual","fwd","compact","black"
3256,2002,"volvo","v70","gas",268000,"clean","manual","4wd","compact","black"
3327,2002,"skoda","octavia","gas",216740,"clean","manual","4wd","compact","black"
1702,2000,"chrysler","voyager","gas",245000,"clean","manual","rwd","compact","black"
8142,2008,"skoda","superb","diesel",230000,"clean","manual","rwd","compact","black"
2586,2002,"skoda","fabia","gas",106000,"clean","manual","fwd","compact","black"
3997,1450,"skoda","fabia","gas",145000,"clean","manual","4wd","compact","black"
5514,2009,"ford","transit","diesel",138000,"rebuilt","manual","fwd","compact","black"
1591,2002,"ford","focus","gas",104000,"clean","manual","4wd","compact","black"
814,1995,"mazda","323","gas",151000,"rebuilt","manual","fwd","compact","black"
12028,2003,"subaru","impreza","gas",134000,"clean","manual","rwd","compact","black"
3700,2001,"suzuki","grand-vitara","gas",135000,"clean","manual","rwd","compact","black"
2886,2005,"seat","cordoba","gas",187400,"clean","manual","4wd","compact","black"
1258,2015,"lancia","lybra","gas",265098,"rebuilt","manual","fwd","compact","black"
5884,2010,"skoda","octavia","gas",228000,"rebuilt","manual","fwd","compact","black"
1369,1999,"opel","zafira","gas",232000,"clean","manual","rwd","compact","black"
2849,2004,"skoda","octavia","gas",239540,"rebuilt","manual","fwd","compact","black"
5144,2010,"opel","astra","diesel",116000,"clean","manual","rwd","compact","black"
5329,2006,"toyota","prius","gas",136812,"clean","manual","4wd","compact","black"
4774,2006,"toyota","corolla","diesel",109000,"clean","manual","rwd","compact","black"
3700,2008,"nissan","tiida","gas",158000,"rebuilt","manual","fwd","compact","black"
2768,2005,"citroen","c4","gas",235000,"clean","manual","rwd","compact","black"
3145,2005,"ford","mondeo","gas",230000,"clean","manual","4wd","compact","black"
1332,1999,"ford","cougar","gas",155000,"clean","manual","fwd","compact","black"
10695,2010,"audi","a6","diesel",192000,"clean","manual","4wd","compact","black"
4774,2007,"mazda","3","diesel",155000,"clean","manual","fwd","compact","black"
4034,2008,"opel","zafira","gas",8163000,"rebuilt","manual","fwd","compact","black"
3886,2011,"skoda","fabia","gas",152000,"rebuilt","manual","fwd","compact","black"
4774,2013,"skoda","fabia","gas",1368000,"rebuilt","manual","fwd","compact","black"
11843,2008,"audi","a5","gas",223000,"clean","manual","4wd","compact","black"
4441,2004,"skoda","octavia","gas",160000,"clean","manual","4wd","compact","black"
421,2004,"skoda","octavia","gas",179000,"rebuilt","manual","fwd","compact","black"
2031,2004,"opel","corsa","gas",143000,"rebuilt","manual","fwd","compact","black"
2586,2006,"opel","corsa","gas",158000,"clean","manual","rwd","compact","black"
2220,2002,"skoda","fabia","gas",124000,"clean","manual","rwd","compact","black"
2590,2004,"skoda","fabia","diesel",141300,"clean","manual","rwd","compact","black"
77,1800,"ford","galaxy","gas",230000,"clean","manual","rwd","compact","black"
3697,2004,"opel","tigra","gas",116000,"clean","manual","rwd","compact","black"
5884,2008,"mazda","rx-8","gas",47000,"clean","manual","rwd","compact","black"
2220,2003,"skoda","fabia","gas",127000,"clean","manual","rwd","compact","black"
2220,2002,"skoda","fabia","gas",132000,"clean","manual","rwd","compact","black"
2220,2001,"skoda","fabia","gas",137000,"rebuilt","manual","fwd","compact","black"
9585,2013,"ford","focus","diesel",97000,"rebuilt","manual","fwd","compact","black"
16432,2012,"audi","a4","diesel",88000,"clean","manual","rwd","compact","black"
14766,2011,"volvo","v60","diesel",139000,"rebuilt","manual","fwd","compact","black"
6661,2005,"skoda","octavia","gas",130410,"clean","manual","rwd","compact","black"
3293,2002,"audi","200","diesel",100,"rebuilt","manual","fwd","compact","black"
1443,1781,"audi","a4","gas",168216,"clean","manual","rwd","compact","black"
3145,2001,"skoda","octavia","gas",184000,"clean","manual","rwd","compact","black"
4885,2007,"ford","transit","gas",2007,"rebuilt","manual","fwd","compact","black"
2331,2001,"skoda","octavia","diesel",210062,"rebuilt","manual","fwd","compact","black"
1369,2003,"citroen","xsara-picasso","diesel",100,"clean","manual","4wd","compact","black"
2623,2005,"ford","focus","gas",5100,"clean","manual","rwd","compact","black"
1258,2003,"fiat","punto","gas",136000,"clean","manual","4wd","compact","black"
2220,2002,"ford","focus","gas",1166957,"clean","manual","rwd","compact","black"
5181,2002,"skoda","superb","diesel",100,"clean","manual","4wd","compact","black"
12546,1620,"audi","a6-allroad","gas",166000,"clean","manual","4wd","compact","black"
3145,2002,"skoda","octavia","gas",2202000,"rebuilt","manual","fwd","compact","black"
3700,2003,"skoda","octavia","gas",3187000,"clean","manual","rwd","compact","black"
614,2007,"skoda","octavia","gas",225000,"clean","manual","4wd","compact","black"
8105,2005,"audi","a6","gas",5000,"clean","manual","rwd","compact","black"
1591,2003,"seat","cordoba","gas",130500,"clean","manual","rwd","compact","black"
2772,2009,"chevrolet","spark","gas",937000,"clean","manual","4wd","compact","black"
1110,2000,"skoda","felicia","gas",124000,"clean","manual","rwd","compact","black"
2091,2000,"skoda","octavia","gas",196600,"clean","manual","rwd","compact","black"
2775,2005,"citroen","xsara-picasso","gas",153000,"clean","manual","rwd","compact","black"
4811,2002,"audi","a4","gas",210000,"clean","manual","rwd","compact","black"
1665,2000,"skoda","octavia","gas",100,"clean","manual","rwd","compact","black"
2553,2002,"citroen","jumper","diesel",119936,"rebuilt","manual","fwd","compact","black"
2775,1998,"skoda","octavia","gas",247000,"rebuilt","manual","fwd","compact","black"
3293,2000,"skoda","octavia","gas",165000,"rebuilt","manual","fwd","compact","black"
5144,2005,"ford","galaxy","gas",188000,"rebuilt","manual","fwd","compact","black"
6254,2006,"skoda","octavia","gas",186000,"clean","manual","rwd","compact","black"
4404,2003,"skoda","octavia","gas",233000,"clean","manual","rwd","compact","black"
5144,2008,"skoda","fabia","gas",190560,"rebuilt","manual","fwd","compact","black"
4256,2006,"honda","civic","gas",100,"clean","manual","4wd","compact","black"
5921,2005,"volvo","s60","gas",260000,"clean","manual","4wd","compact","black"
4034,2003,"hyundai","coupe","gas",156900,"clean","manual","rwd","compact","black"
1665,2007,"ford","fiesta","gas",103000,"clean","manual","rwd","compact","black"
1665,1997,"skoda","octavia","gas",176600,"clean","manual","4wd","compact","black"
1184,2000,"suzuki","swift","gas",150000,"clean","manual","4wd","compact","black"
22279,2011,"bmw","x3","diesel",195000,"rebuilt","manual","fwd","compact","black"
5070,2008,"fiat","grande-punto","gas",125000,"clean","manual","rwd","compact","black"
3330,2002,"audi","a6-allroad","gas",234000,"clean","manual","4wd","compact","black"
2405,1989,"mercedes-benz","190","gas",218822,"clean","manual","4wd","compact","black"
7364,2006,"bmw","x3","gas",185000,"rebuilt","manual","fwd","compact","black"
2109,2002,"skoda","fabia","gas",2139000,"clean","manual","rwd","compact","black"
2405,2000,"skoda","octavia","gas",198000,"clean","manual","4wd","compact","black"
2405,2004,"citroen","c2","gas",71000,"clean","manual","fwd","compact","black"
6624,2010,"ford","mondeo","diesel",189000,"clean","manual","rwd","compact","black"
1702,2002,"ford","fiesta","gas",212000,"rebuilt","manual","fwd","compact","black"
462,1997,"honda","civic","gas",187000,"rebuilt","manual","fwd","compact","black"
10695,2013,"ford","focus","gas",100,"clean","manual","4wd","compact","black"
14359,2012,"skoda","superb","diesel",125580,"clean","manual","4wd","compact","black"
3700,2004,"skoda","octavia","gas",217074,"rebuilt","manual","fwd","compact","black"
4441,2007,"opel","astra","diesel",173848,"rebuilt","manual","fwd","compact","black"
536,2003,"kia","sorento","gas",100,"clean","manual","4wd","compact","black"
166,2002,"ford","mondeo","gas",100,"clean","manual","rwd","compact","black"
3886,2006,"subaru","legacy","gas",147600,"clean","manual","4wd","compact","black"
4766,2006,"jaguar","x-type","gas",198000,"clean","manual","rwd","compact","black"
421,2001,"audi","a4","gas",247,"clean","manual","rwd","compact","black"
155,2001,"skoda","fabia","gas",214000,"clean","manual","rwd","compact","black"
23649,2012,"audi","q3","gas",100,"rebuilt","manual","fwd","compact","black"
1846,2011,"audi","80","gas",177000,"clean","manual","rwd","compact","black"
1406,1999,"toyota","yaris","gas",95800,"clean","manual","fwd","compact","black"
4256,2009,"skoda","fabia","gas",70000,"rebuilt","manual","fwd","compact","black"
42190,2011,"volvo","460","gas",608000,"rebuilt","manual","fwd","compact","black"
1776,2004,"citroen","ax","diesel",100,"clean","manual","rwd","compact","black"
1221,2005,"skoda","fabia","gas",185000,"rebuilt","manual","fwd","compact","black"
1443,2000,"fiat","multipla","diesel",100,"rebuilt","manual","fwd","compact","black"
2960,2001,"audi","a4","gas",235000,"clean","manual","rwd","compact","black"
1776,2015,"citroen","xsara-picasso","gas",174200,"clean","manual","rwd","compact","black"
2220,2001,"skoda","fabia","gas",108000,"clean","manual","4wd","compact","black"
3697,2005,"suzuki","ignis","gas",117000,"rebuilt","manual","fwd","compact","black"
4515,2006,"seat","altea","diesel",185000,"rebuilt","manual","fwd","compact","black"
2183,2001,"ford","mondeo","gas",160000,"rebuilt","manual","fwd","compact","black"
7771,2007,"skoda","octavia","gas",158,"clean","manual","rwd","compact","black"
3293,2004,"skoda","fabia","gas",152360,"clean","manual","4wd","compact","black"
1850,1999,"ford","transit","gas",363100,"rebuilt","manual","fwd","compact","black"
6476,2009,"ford","fiesta","gas",111682,"clean","manual","4wd","compact","black"
1184,2000,"citroen","berlingo","gas",180000,"rebuilt","manual","fwd","compact","black"
11065,2012,"seat","alhambra","gas",202000,"clean","manual","4wd","compact","black"
4404,2003,"jaguar","x-type","gas",185000,"clean","manual","4wd","compact","black"
3219,1970,"opel","combo","gas",197000,"rebuilt","manual","fwd","compact","black"
6180,2010,"skoda","fabia","gas",66000,"clean","manual","4wd","compact","black"
3293,2003,"skoda","octavia","gas",3190000,"clean","manual","fwd","compact","black"
4071,2001,"seat","alhambra","gas",205000,"clean","manual","rwd","compact","black"
5699,2007,"citroen","c4","gas",7120000,"clean","manual","rwd","compact","black"
10362,2011,"skoda","yeti","gas",125000,"rebuilt","manual","fwd","compact","black"
2886,2000,"skoda","octavia","gas",274000,"clean","manual","4wd","compact","black"
3293,2003,"nissan","x-trail","diesel",274000,"clean","manual","4wd","compact","black"
1443,1998,"smart","fortwo","gas",179690,"clean","manual","4wd","compact","black"
6587,2007,"skoda","octavia","gas",8249855,"clean","manual","rwd","compact","black"
1443,2000,"ford","focus","gas",167478,"clean","manual","4wd","compact","black"
1443,1999,"ford","focus","gas",169488,"clean","manual","fwd","compact","black"
2216,2002,"skoda","fabia","gas",142500,"clean","manual","4wd","compact","black"
2849,1800,"citroen","c5","gas",180000,"clean","manual","4wd","compact","black"
4182,2007,"skoda","octavia","diesel",100,"clean","manual","fwd","compact","black"
2183,2000,"skoda","octavia","gas",210000,"clean","manual","rwd","compact","black"
407,1996,"fiat","punto","gas",145000,"clean","manual","4wd","compact","black"
555,1997,"seat","toledo","diesel",207000,"rebuilt","manual","fwd","compact","black"
5551,2006,"skoda","octavia","gas",173000,"clean","manual","4wd","compact","black"
3663,2003,"mazda","6","gas",3116000,"clean","manual","4wd","compact","black"
2590,2010,"ford","mondeo","gas",181000,"clean","manual","4wd","compact","black"
3293,2004,"skoda","octavia","gas",194000,"clean","manual","rwd","compact","black"
1221,1997,"skoda","octavia","gas",100,"clean","manual","4wd","compact","black"
5070,1620,"skoda","octavia","gas",162000,"clean","manual","rwd","compact","black"
1295,1360,"citroen","xsara","gas",150000,"clean","manual","rwd","compact","black"
5551,1090,"skoda","octavia","gas",109000,"clean","manual","rwd","compact","black"
3145,2007,"skoda","roomster","gas",560000,"clean","manual","4wd","compact","black"
1184,2004,"hyundai","elantra","diesel",204000,"clean","manual","rwd","compact","black"
5181,2007,"citroen","jumpy","gas",7110000,"clean","manual","fwd","compact","black"
307,1896,"skoda","octavia","gas",200000,"clean","manual","4wd","compact","black"
4515,2005,"ford","galaxy","gas",205000,"rebuilt","manual","fwd","compact","black"
1850,2001,"seat","cordoba","gas",67000,"clean","manual","fwd","compact","black"
185,1999,"fiat","punto","gas",5000,"rebuilt","manual","fwd","compact","black"
155,2003,"ford","focus","gas",230000,"clean","manual","rwd","compact","black"
4811,2010,"skoda","fabia","gas",104500,"rebuilt","manual","fwd","compact","black"
4737,2005,"skoda","octavia","gas",199660,"clean","manual","fwd","compact","black"
4811,2011,"fiat","punto","diesel",114880,"clean","manual","4wd","compact","black"
5255,2011,"seat","ibiza","gas",54000,"rebuilt","manual","fwd","compact","black"
5033,2013,"chevrolet","spark","gas",7000,"clean","manual","4wd","compact","black"
5477,2007,"skoda","roomster","gas",147500,"clean","manual","rwd","compact","black"
740,1996,"seat","toledo","gas",342000,"clean","manual","rwd","compact","black"
5144,2008,"fiat","bravo","diesel",138000,"rebuilt","manual","fwd","compact","black"
1110,1000,"skoda","octavia","gas",1000,"clean","manual","fwd","compact","black"
3700,2004,"seat","alhambra","gas",249000,"clean","manual","4wd","compact","black"
4330,2004,"audi","a3","gas",228000,"clean","manual","4wd","compact","black"
1295,2001,"opel","zafira","gas",154000,"clean","manual","4wd","compact","black"
4071,2004,"honda","accord","gas",218000,"clean","manual","4wd","compact","black"
3327,1999,"mitsubishi","l200","gas",237000,"clean","manual","rwd","compact","black"
5144,2008,"citroen","c4","gas",213000,"clean","manual","4wd","compact","black"
3327,1999,"mitsubishi","l200","gas",237000,"clean","manual","rwd","compact","black"
647,2000,"fiat","multipla","gas",177000,"clean","manual","rwd","compact","black"
8512,2009,"skoda","octavia","gas",69000,"rebuilt","manual","fwd","compact","black"
2775,2004,"ford","mondeo","gas",158000,"rebuilt","manual","fwd","compact","black"
4441,2007,"volvo","s60","diesel",136,"clean","manual","rwd","compact","black"
2035,2001,"ford","mondeo","gas",179400,"clean","manual","rwd","compact","black"
555,1999,"nissan","primera","gas",220000,"clean","manual","4wd","compact","black"
11287,2011,"ford","mondeo","gas",110000,"rebuilt","manual","fwd","compact","black"
12028,2012,"ford","s-max","diesel",125328,"clean","manual","4wd","compact","black"
2590,1998,"skoda","octavia","gas",100,"clean","manual","4wd","compact","black"
6476,2007,"mini","cooper","gas",178000,"clean","manual","fwd","compact","black"
2031,2005,"hyundai","matrix","gas",100,"rebuilt","manual","fwd","compact","black"
2923,1995,"toyota","runner","gas",230000,"clean","manual","rwd","compact","black"
259,1997,"ford","mondeo","gas",150000,"rebuilt","manual","fwd","compact","black"
1665,2001,"citroen","c5","gas",320000,"clean","manual","rwd","compact","black"
10658,2011,"ford","mondeo","gas",125328,"clean","manual","4wd","compact","black"
999,1080,"toyota","rav4","gas",108000,"rebuilt","manual","fwd","compact","black"
592,2000,"ford","mondeo","gas",204532,"clean","manual","rwd","compact","black"
999,2001,"opel","astra","gas",140000,"rebuilt","manual","fwd","compact","black"
2105,2001,"volvo","v40","gas",183820,"clean","manual","rwd","compact","black"
1109,2000,"mazda","323","gas",240000,"clean","manual","4wd","compact","black"
4067,2006,"chrysler","pt-cruiser","gas",194000,"clean","manual","4wd","compact","black"
851,2004,"skoda","fabia","gas",165000,"clean","manual","fwd","compact","black"
518,1999,"seat","cordoba","diesel",290000,"clean","manual","fwd","compact","black"
2368,2004,"citroen","c2","gas",62000,"clean","manual","4wd","compact","black"
7768,2007,"jeep","grand-cherokee","diesel",191306,"rebuilt","manual","fwd","compact","black"
3515,2005,"volvo","v50","gas",5197000,"clean","manual","rwd","compact","black"
2923,1900,"audi","200","gas",239154,"clean","manual","4wd","compact","black"
6254,2009,"skoda","octavia","gas",310000,"clean","manual","4wd","compact","black"
5547,2007,"mazda","2","gas",183000,"clean","manual","4wd","compact","black"
5033,2007,"skoda","octavia","gas",209000,"clean","manual","4wd","compact","black"
555,1997,"opel","vectra","gas",146000,"rebuilt","manual","fwd","compact","black"
8142,2009,"skoda","octavia","gas",74000,"rebuilt","manual","fwd","compact","black"
2553,2000,"skoda","octavia","gas",275000,"clean","manual","rwd","compact","black"
1628,2001,"seat","cordoba","diesel",267000,"clean","manual","rwd","compact","black"
2035,2002,"skoda","fabia","gas",127083,"rebuilt","manual","fwd","compact","black"
